Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30 14:30:00+00:00,289.6199951171875,290.67138671875,287.7099914550781,289.0,3980811,1100.1500244140625,1100.989990234375,1090.9749755859375,1092.712158203125,255374,661.510009765625,665.469970703125,652.47998046875,662.9299926757812,9078508,226.6699981689453,228.42999267578125,226.51010131835938,227.9600067138672,5014252,269.0899963378906,271.1700134277344,268.4800109863281,270.7900085449219,3886744
2025-10-30 15:30:00+00:00,289.04998779296875,290.5899963378906,286.3500061035156,286.69000244140625,3003521,1092.469970703125,1096.0,1089.8199462890625,1095.4344482421875,238272,662.9400024414062,679.8499755859375,661.530029296875,677.9500122070312,7065601,227.9499969482422,227.97999572753906,225.85000610351562,226.1199951171875,4608564,270.7799987792969,272.3900146484375,270.2630920410156,272.010009765625,3869786
2025-10-30 16:30:00+00:00,286.67999267578125,286.82000732421875,284.5899963378906,286.0625,2185997,1095.0450439453125,1097.989990234375,1092.8050537109375,1097.2049560546875,191580,677.9600219726562,680.9598999023438,673.1201171875,678.2000122070312,4492938,226.13499450683594,226.36000061035156,224.52000427246094,225.4199981689453,4925889,272.0,272.06781005859375,271.0400085449219,271.95001220703125,2409548
2025-10-30 17:30:00+00:00,286.07000732421875,286.07000732421875,283.29998779296875,284.1299133300781,2060557,1097.6099853515625,1102.3199462890625,1096.4344482421875,1100.4974365234375,163544,678.1400146484375,678.5819702148438,666.0399780273438,668.9500122070312,3530575,225.39999389648438,225.93910217285156,224.80499267578125,225.08999633789062,4833980,271.95001220703125,272.29998779296875,271.2799987792969,271.75,3435055
2025-10-30 18:30:00+00:00,284.07000732421875,284.82000732421875,282.760009765625,284.1390075683594,1818799,1100.135009765625,1100.8199462890625,1092.3050537109375,1092.5899658203125,184197,668.9254760742188,669.989990234375,664.094970703125,667.6400146484375,4213174,225.10000610351562,225.44500732421875,223.9499969482422,224.39100646972656,6784964,271.760009765625,272.00799560546875,270.9949951171875,271.3399963378906,3831349
2025-10-30 19:30:00+00:00,284.1099853515625,284.40899658203125,280.94000244140625,281.82000732421875,3125271,1092.60498046875,1094.0999755859375,1088.1099853515625,1088.9310302734375,346801,667.75,671.5499877929688,665.3400268554688,666.1199951171875,3587126,224.39999389648438,225.0800018310547,222.75,222.77000427246094,29416474,271.3399963378906,271.6700134277344,271.04998779296875,271.260009765625,5175619
2025-10-31 13:30:00+00:00,283.2049865722656,286.2850036621094,277.52301025390625,278.8999938964844,6316597,1105.3900146484375,1128.8699951171875,1101.97998046875,1124.949951171875,1463535,674.6699829101562,674.8900146484375,654.27001953125,657.9949951171875,9547884,250.1999969482422,250.5,245.39999389648438,246.5500030517578,48342440,276.989990234375,277.32000732421875,269.1600036621094,270.3800048828125,17228178
2025-10-31 14:30:00+00:00,278.8500061035156,282.80999755859375,278.70001220703125,281.2699890136719,2732662,1124.9114990234375,1134.8800048828125,1124.9114990234375,1129.58544921875,695053,658.1099853515625,660.39990234375,653.155029296875,656.47998046875,4172293,246.57000732421875,247.97999572753906,245.1199951171875,247.7899932861328,13559788,270.42999267578125,271.5599060058594,270.10009765625,271.29998779296875,4595066
2025-10-31 15:30:00+00:00,281.30999755859375,282.07000732421875,278.80999755859375,279.4100036621094,1997842,1129.9000244140625,1132.344970703125,1123.10009765625,1124.25,468438,656.489990234375,658.0850219726562,650.0,652.0,4158689,247.8000030517578,249.0,244.67010498046875,245.8000030517578,11066498,271.2998962402344,272.8584899902344,270.2200012207031,272.43499755859375,4301242
2025-10-31 16:30:00+00:00,279.42999267578125,281.3299865722656,279.30999755859375,280.3399963378906,1704291,1124.3699951171875,1127.75,1121.5201416015625,1124.2149658203125,301644,651.9299926757812,655.0,650.72998046875,652.989990234375,3065742,245.80999755859375,246.6486053466797,244.82009887695312,246.02499389648438,6007713,272.42999267578125,273.1700134277344,270.1499938964844,270.3487854003906,4005527
2025-10-31 17:30:00+00:00,280.30999755859375,282.1099853515625,280.1700134277344,280.79998779296875,1602420,1124.6300048828125,1125.1300048828125,1118.31005859375,1119.260009765625,260275,652.989990234375,654.97998046875,647.0999755859375,648.2730102539062,3990376,246.0399932861328,247.7899932861328,245.72999572753906,247.60000610351562,5345680,270.3299865722656,272.0599060058594,270.1099853515625,271.80999755859375,2396660
2025-10-31 18:30:00+00:00,280.7699890136719,281.5899963378906,279.2900085449219,281.45001220703125,1587149,1118.9300537109375,1124.7099609375,1117.300048828125,1124.030029296875,344821,648.14501953125,652.4000244140625,645.573486328125,652.2899780273438,4285502,247.60000610351562,247.94000244140625,246.02000427246094,246.85220336914062,5847955,271.7900085449219,272.17498779296875,271.2699890136719,272.1050109863281,2901733
2025-10-31 19:30:00+00:00,281.4700012207031,282.57000732421875,281.29998779296875,281.9200134277344,2255868,1124.1180419921875,1124.2242431640625,1117.3800048828125,1119.1300048828125,542610,652.2899780273438,652.3480224609375,647.590087890625,648.3400268554688,3208958,246.8300018310547,247.5,243.97999572753906,244.22000122070312,23315598,272.1300048828125,272.6499938964844,269.9599914550781,270.25,6600568
2025-11-03 14:30:00+00:00,282.4700012207031,283.3500061035156,280.375,283.1099853515625,4971493,1133.0999755859375,1133.5,1098.949951171875,1099.6817626953125,989317,656.0,659.3298950195312,647.2100219726562,648.506591796875,6069693,255.63999938964844,258.6000061035156,254.5574951171875,255.33999633789062,26213930,270.4200134277344,270.8299865722656,266.25,267.6300048828125,10223517
2025-11-03 15:30:00+00:00,283.0799865722656,283.8800048828125,281.80999755859375,282.94000244140625,1577709,1099.532470703125,1103.48095703125,1079.3199462890625,1080.43994140625,785387,648.5050048828125,652.5800170898438,646.0126953125,649.875,2263349,255.33999633789062,256.8599853515625,254.99000549316406,255.4600067138672,8062082,267.6400146484375,268.2598876953125,266.5,266.6400146484375,3102546
2025-11-03 16:30:00+00:00,282.9700012207031,284.1000061035156,282.739990234375,282.8399963378906,1006362,1079.9599609375,1089.989990234375,1075.1500244140625,1089.8499755859375,595383,649.8499755859375,653.0,649.27001953125,650.1699829101562,1443661,255.4550018310547,256.44000244140625,253.89999389648438,256.01031494140625,5726412,266.659912109375,268.1499938964844,266.5223083496094,267.5350036621094,2821699
2025-11-03 17:30:00+00:00,282.75,283.67999267578125,282.3450012207031,282.7099914550781,897827,1089.7049560546875,1094.6700439453125,1088.5899658203125,1093.52001953125,310840,650.1699829101562,650.9299926757812,643.0,644.1400146484375,2972799,256.0262145996094,257.1700134277344,255.8135986328125,256.510009765625,4362482,267.5199890136719,268.0,267.25,267.6780090332031,2034109
2025-11-03 18:30:00+00:00,282.7049865722656,283.875,282.56500244140625,283.29998779296875,1014491,1093.8099365234375,1096.8399658203125,1092.508056640625,1095.800048828125,261430,644.0501098632812,646.0,641.5599975585938,644.4600219726562,2232166,256.510009765625,256.5849914550781,254.72000122070312,255.06500244140625,3903743,267.70989990234375,268.6199951171875,267.30999755859375,267.30999755859375,2075268
2025-11-03 19:30:00+00:00,283.29998779296875,285.94000244140625,283.2900085449219,285.1099853515625,1353842,1095.52001953125,1099.699951171875,1092.6600341796875,1099.25,238988,644.4600219726562,646.280029296875,641.7700805664062,642.3699951171875,1730255,255.06500244140625,256.0299987792969,254.07000732421875,254.8699951171875,4161677,267.32000732421875,267.7900085449219,266.9100036621094,267.6199951171875,2243434
2025-11-03 20:30:00+00:00,285.1400146484375,285.1679992675781,283.6499938964844,284.25,1168232,1099.239990234375,1100.300048828125,1096.074951171875,1099.5699462890625,281103,642.3699951171875,642.760009765625,636.2100219726562,637.719970703125,2642789,254.8699951171875,255.27999877929688,252.89999389648438,254.05999755859375,4190135,267.6300048828125,269.1099853515625,267.4599914550781,269.05999755859375,3383138
2025-11-04 14:30:00+00:00,277.07000732421875,281.07501220703125,276.875,280.2699890136719,3778209,1099.2850341796875,1104.25,1089.219970703125,1098.31396484375,626099,628.0399780273438,641.7399291992188,626.469970703125,635.3557739257812,5424088,250.3800048828125,255.44000244140625,249.6501007080078,253.38999938964844,14593300,268.24249267578125,269.5899963378906,267.614990234375,268.42999267578125,11697762
2025-11-04 15:30:00+00:00,280.2204895019531,281.8335876464844,279.2503967285156,279.30999755859375,676455,1098.2099609375,1103.5,1095.0799560546875,1095.0799560546875,510172,635.27001953125,638.7999877929688,634.1699829101562,634.5499877929688,836711,253.3699951171875,253.56500244140625,251.8800048828125,252.2801055908203,2066200,268.42999267578125,268.9100036621094,267.7099914550781,268.24700927734375,975396
